tree_id,trunk_diam,status,health,spc_common,neighborhood,tree_diam_category
174880,11,Alive,Good,London planetree,Turtle Bay-East Midtown,Large (18-24in)
186371,17,Alive,Good,black oak,BX17,Large (18-24in)
108455,3,Alive,Fair,honeylocust,Bedford,Medium (3-10in)
465586,9,Alive,Good,London planetree,Far Rockaway-Bayswater,Medium-Large (10-18in)
494697,3,Alive,Good,Callery pear,New Springville-Bloomfield-Travis,Medium (3-10in)
4957,2,Alive,Good,crab apple,Highbridge,Medium (3-10in)
46778,2,Alive,Fair,London planetree,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium (3-10in)
361274,4,Alive,Good,northern red oak,Homecrest,Medium-Large (10-18in)
470260,4,Alive,Good,honeylocust,Williamsburg,Medium-Large (10-18in)
602299,4,Alive,Good,crimson king maple,Middle Village,Medium-Large (10-18in)
210684,15,Alive,Fair,silver maple,SI45,Large (18-24in)
670750,5,Alive,Good,purple-leaf plum,Bayside-Bayside Hills,Medium-Large (10-18in)
396284,6,Alive,Good,'Schubert' chokecherry,Melrose South-Mott Haven North,Medium-Large (10-18in)
311192,5,Alive,Good,Callery pear,QN70,Medium-Large (10-18in)
342156,11,Alive,Good,Norway maple,Murray Hill,Large (18-24in)
138311,6,Alive,Poor,Amur maple,Longwood,Medium-Large (10-18in)
646037,22,Alive,Good,London planetree,Woodhaven,Very large (>24in)
250046,16,Alive,Good,silver maple,Oakwood-Oakwood Beach,Large (18-24in)
157246,4,Alive,Fair,hawthorn,New Dorp-Midland Beach,Medium-Large (10-18in)
287584,20,Alive,Good,crimson king maple,Pelham Bay-Country Club-City Island,Very large (>24in)
689580,7,Alive,Good,pin oak,Crown Heights North,Medium-Large (10-18in)
182763,15,Alive,Good,London planetree,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
393976,15,Alive,Good,sweetgum,Arden Heights,Large (18-24in)
354566,11,Alive,Good,flowering dogwood,QN55,Large (18-24in)
6609,18,Alive,Good,littleleaf linden,Park Slope-Gowanus,Large (18-24in)
413973,6,Alive,Good,purple-leaf plum,Hunts Point,Medium-Large (10-18in)
358713,4,Alive,Fair,Japanese zelkova,Kingsbridge Heights,Medium-Large (10-18in)
62604,12,Alive,Good,honeylocust,Rego Park,Large (18-24in)
191769,26,Alive,Good,London planetree,Bay Ridge,
636894,32,Alive,Good,London planetree,South Ozone Park,
676388,26,Alive,Good,London planetree,Flatlands,
691767,29,Alive,Good,pin oak,Middle Village,
270048,21,Alive,Good,London planetree,BX52,Very large (>24in)
693816,25,Alive,Good,London planetree,Canarsie,
123698,9,Alive,Fair,American linden,Norwood,Medium-Large (10-18in)
651863,2,Alive,Fair,Cornelian cherry,Clinton Hill,Medium (3-10in)
459535,20,Alive,Good,London planetree,Bensonhurst East,Very large (>24in)
149445,4,Alive,Good,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,Medium-Large (10-18in)
201844,21,Alive,Fair,London planetree,Midwood,Very large (>24in)
528712,6,Alive,Good,English oak,Arden Heights,Medium-Large (10-18in)
605334,8,Alive,Fair,sugar maple,St. Albans,Medium-Large (10-18in)
456733,3,Alive,Good,littleleaf linden,Flatbush,Medium (3-10in)
359048,15,Alive,Good,littleleaf linden,Westerleigh,Large (18-24in)
210461,3,Alive,Fair,purple-leaf plum,Hunters Point-Sunnyside-West Maspeth,Medium (3-10in)
498652,12,Alive,Good,London planetree,New Springville-Bloomfield-Travis,Large (18-24in)
