tree_id,trunk_diam,status,health,spc_common,neighborhood,tree_diam_category
196532,4,Alive,Good,Chinese elm,Morningside Heights,Medium-Large (10-18in)
572199,0,Stump,,,Rosedale,Small (0-3in)
534572,12,Alive,Good,crimson king maple,Great Kills,Large (18-24in)
214195,18,Alive,Good,London planetree,BK50,Large (18-24in)
189079,12,Alive,Good,Callery pear,Park Slope-Gowanus,Large (18-24in)
157354,4,Alive,Good,swamp white oak,Lincoln Square,Medium-Large (10-18in)
373581,8,Alive,Poor,honeylocust,Forest Hills,Medium-Large (10-18in)
568177,2,Alive,Good,dawn redwood,Bensonhurst West,Medium (3-10in)
525864,10,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
639391,9,Alive,Good,Japanese zelkova,Bushwick South,Medium-Large (10-18in)
339527,11,Alive,Good,Callery pear,Homecrest,Large (18-24in)
327161,11,Alive,Good,crimson king maple,Van Nest-Morris Park-Westchester Square,Large (18-24in)
668671,13,Alive,Good,honeylocust,Bensonhurst West,Large (18-24in)
686658,2,Alive,Fair,Japanese tree lilac,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium (3-10in)
640514,34,Alive,Good,pin oak,Prospect Lefferts Gardens-Wingate,
321614,11,Alive,Good,cherry,East Flushing,Large (18-24in)
592446,3,Alive,Good,eastern redcedar,Middle Village,Medium (3-10in)
656296,32,Alive,Good,pin oak,Kew Gardens Hills,
107065,8,Alive,Good,Chinese elm,Carroll Gardens-Columbia Street-Red Hook,Medium-Large (10-18in)
152118,11,Alive,Good,willow oak,Turtle Bay-East Midtown,Large (18-24in)
163453,0,Stump,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Small (0-3in)
298733,3,Alive,Good,crab apple,Flatlands,Medium (3-10in)
203336,11,Alive,Good,London planetree,Jackson Heights,Large (18-24in)
532801,9,Alive,Fair,Callery pear,Great Kills,Medium-Large (10-18in)
360471,7,Alive,Good,golden raintree,Elmhurst,Medium-Large (10-18in)
176854,4,Alive,Good,cherry,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
634456,5,Alive,Good,Japanese zelkova,Jamaica Estates-Holliswood,Medium-Large (10-18in)
295915,16,Alive,Good,London planetree,Prospect Heights,Large (18-24in)
188937,10,Alive,Good,ginkgo,Park Slope-Gowanus,Medium-Large (10-18in)
660388,1,Alive,Good,Callery pear,East Flushing,Medium (3-10in)
316056,11,Alive,Good,honeylocust,Turtle Bay-East Midtown,Large (18-24in)
635365,18,Alive,Good,honeylocust,Glendale,Large (18-24in)
171853,15,Alive,Fair,pin oak,Park Slope-Gowanus,Large (18-24in)
119157,13,Alive,Good,honeylocust,Central Harlem South,Large (18-24in)
108258,10,Alive,Fair,black locust,Clinton Hill,Medium-Large (10-18in)
534574,12,Alive,Fair,American linden,Great Kills,Large (18-24in)
432084,31,Alive,Good,London planetree,North Corona,
225593,18,Alive,Good,Japanese zelkova,Bellerose,Large (18-24in)
401505,2,Dead,,,Schuylerville-Throgs Neck-Edgewater Park,Medium (3-10in)
59487,23,Alive,Good,red maple,11,Very large (>24in)
473953,5,Alive,Good,cherry,University Heights-Morris Heights,Medium-Large (10-18in)
436038,30,Alive,Good,London planetree,BX10,
447768,5,Alive,Good,Sophora,Hunts Point,Medium-Large (10-18in)
552562,8,Alive,Good,sweetgum,BK75,Medium-Large (10-18in)
33416,9,Alive,Good,pin oak,North Riverdale-Fieldston-Riverdale,Medium-Large (10-18in)
559596,15,Alive,Good,American linden,BK61,Large (18-24in)
371775,5,Alive,Poor,Callery pear,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium-Large (10-18in)
247770,17,Alive,Good,ginkgo,Central Harlem South,Large (18-24in)
481940,19,Alive,Good,Norway maple,Port Richmond,Very large (>24in)
341545,7,Alive,Good,maple,Forest Hills,Medium-Large (10-18in)
645544,13,Alive,Good,Sophora,Woodhaven,Large (18-24in)
126258,3,Alive,Good,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,Medium (3-10in)
15157,38,Alive,Good,London planetree,New Brighton-Silver Lake,
700061,45,Alive,Good,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,
600209,12,Alive,Good,bald cypress,Forest Hills,Large (18-24in)
305671,11,Alive,Good,Sophora,Hunters Point-Sunnyside-West Maspeth,Large (18-24in)
361121,35,Alive,Good,red maple,New Brighton-Silver Lake,
47144,3,Alive,Good,Japanese zelkova,Georgetown-Marine Park-Bergen Beach-Mill Basin,Medium (3-10in)
21107,5,Alive,Good,crimson king maple,QN72,Medium-Large (10-18in)
496771,13,Alive,Fair,Norway maple,Middle Village,Large (18-24in)
301911,2,Alive,Fair,honeylocust,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium (3-10in)
311081,4,Alive,Good,Sophora,Clinton,Medium-Large (10-18in)
393090,5,Alive,Good,sweetgum,Stapleton-Rosebank,Medium-Large (10-18in)
356589,1,Alive,Good,Amur maackia,Westerleigh,Medium (3-10in)
395720,19,Alive,Good,London planetree,Melrose South-Mott Haven North,Very large (>24in)
388732,7,Alive,Good,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
667214,12,Alive,Fair,Callery pear,Jamaica,Large (18-24in)
286575,12,Alive,Good,northern red oak,Old Astoria,Large (18-24in)
457188,21,Alive,Good,London planetree,Bensonhurst East,Very large (>24in)
177247,14,Alive,Good,red maple,Old Town-Dongan Hills-South Beach,Large (18-24in)
30057,5,Alive,Good,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,Medium-Large (10-18in)
78083,34,Alive,Good,London planetree,QN28,
523854,11,Alive,Good,maple,Rossville-Woodrow,Large (18-24in)
545458,4,Alive,Poor,littleleaf linden,Midwood,Medium-Large (10-18in)
558606,5,Alive,Good,ash,Baisley Park,Medium-Large (10-18in)
29807,25,Alive,Good,London planetree,Grasmere-Arrochar-Ft. Wadsworth,
161689,9,Alive,Good,littleleaf linden,East Williamsburg,Medium-Large (10-18in)
359079,4,Alive,Fair,cherry,Williamsbridge-Olinville,Medium-Large (10-18in)
217696,4,Alive,Good,Japanese zelkova,Park Slope-Gowanus,Medium-Large (10-18in)
516877,6,Alive,Fair,Callery pear,Great Kills,Medium-Large (10-18in)
607799,31,Alive,Good,silver maple,Cambria Heights,
77490,13,Alive,Fair,red maple,Great Kills,Large (18-24in)
184059,8,Alive,Good,honeylocust,Fordham South,Medium-Large (10-18in)
221846,2,Alive,Good,Turkish hazelnut,Jackson Heights,Medium (3-10in)
332314,14,Alive,Good,sweetgum,Great Kills,Large (18-24in)
20953,5,Alive,Poor,Callery pear,Midtown-Midtown South,Medium-Large (10-18in)
115887,18,Alive,Good,London planetree,Canarsie,Large (18-24in)
465270,0,Stump,,,East Harlem North,Small (0-3in)
287680,25,Alive,Fair,Norway maple,Queens Village,
440526,20,Alive,Good,honeylocust,Cypress Hills-City Line,Very large (>24in)
661925,29,Alive,Fair,London planetree,Homecrest,
352538,5,Alive,Good,Norway maple,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
394818,4,Alive,Good,purple-leaf plum,Stapleton-Rosebank,Medium-Large (10-18in)
88824,2,Alive,Good,red maple,East New York,Medium (3-10in)
664759,18,Alive,Good,cherry,Middle Village,Large (18-24in)
589635,9,Alive,Good,Norway maple,Glen Oaks-Floral Park-New Hyde Park,Medium-Large (10-18in)
81237,7,Alive,Fair,red maple,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
185862,7,Alive,Good,littleleaf linden,Claremont-Bathgate,Medium-Large (10-18in)
365834,2,Alive,Poor,Turkish hazelnut,Homecrest,Medium (3-10in)
646603,21,Alive,Good,green ash,Woodhaven,Very large (>24in)
469444,5,Alive,Good,littleleaf linden,University Heights-Morris Heights,Medium-Large (10-18in)
234882,6,Alive,Good,scarlet oak,Lindenwood-Howard Beach,Medium-Large (10-18in)
135682,1,Alive,Good,Chinese chestnut,East Flushing,Medium (3-10in)
126471,0,Stump,,,Prospect Heights,Small (0-3in)
470772,16,Alive,Good,honeylocust,Morrisania-Melrose,Large (18-24in)
118900,7,Alive,Fair,cherry,Canarsie,Medium-Large (10-18in)
118981,22,Alive,Good,Sophora,Central Harlem South,Very large (>24in)
398952,9,Alive,Good,Callery pear,Arden Heights,Medium-Large (10-18in)
435207,2,Alive,Fair,silver linden,East Tremont,Medium (3-10in)
704435,3,Alive,Good,eastern redcedar,Lindenwood-Howard Beach,Medium (3-10in)
541247,11,Alive,Good,honeylocust,South Jamaica,Large (18-24in)
392741,21,Alive,Good,American linden,Van Nest-Morris Park-Westchester Square,Very large (>24in)
568054,11,Alive,Good,littleleaf linden,Bensonhurst West,Large (18-24in)
565287,18,Alive,Good,littleleaf linden,Cambria Heights,Large (18-24in)
238348,9,Alive,Good,honeylocust,East Williamsburg,Medium-Large (10-18in)
116681,3,Alive,Good,honeylocust,Morningside Heights,Medium (3-10in)
352029,13,Alive,Fair,ash,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
549019,10,Alive,Good,littleleaf linden,Grymes Hill-Clifton-Fox Hills,Medium-Large (10-18in)
114984,9,Alive,Good,Japanese zelkova,Bath Beach,Medium-Large (10-18in)
547515,3,Alive,Good,European hornbeam,Windsor Terrace,Medium (3-10in)
571118,10,Alive,Good,Norway maple,Laurelton,Medium-Large (10-18in)
109444,9,Alive,Fair,American hophornbeam,Bedford,Medium-Large (10-18in)
223042,0,Stump,,,Bellerose,Small (0-3in)
521798,4,Alive,Fair,English oak,Battery Park City-Lower Manhattan,Medium-Large (10-18in)
676277,0,Stump,,,Madison,Small (0-3in)
414906,6,Alive,Good,eastern redbud,Hunts Point,Medium-Large (10-18in)
429916,24,Alive,Good,silver maple,Stapleton-Rosebank,Very large (>24in)
595795,24,Alive,Good,London planetree,Bellerose,Very large (>24in)
558847,20,Alive,Fair,Norway maple,Baisley Park,Very large (>24in)
295497,2,Alive,Fair,American elm,Queensbridge-Ravenswood-Long Island City,Medium (3-10in)
330808,2,Alive,Good,purple-leaf plum,Lindenwood-Howard Beach,Medium (3-10in)
2965,11,Alive,Good,littleleaf linden,Corona,Large (18-24in)
477431,3,Alive,Good,katsura tree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium (3-10in)
699519,7,Alive,Fair,honeylocust,College Point,Medium-Large (10-18in)
164386,27,Alive,Good,London planetree,Murray Hill,
612444,9,Alive,Good,Sophora,Bay Ridge,Medium-Large (10-18in)
669309,6,Alive,Good,Japanese zelkova,Dyker Heights,Medium-Large (10-18in)
172777,5,Alive,Good,American hophornbeam,Flatbush,Medium-Large (10-18in)
21013,24,Alive,Good,London planetree,Highbridge,Very large (>24in)
244323,5,Alive,Good,bur oak,East Harlem North,Medium-Large (10-18in)
568780,4,Alive,Fair,littleleaf linden,Sunset Park West,Medium-Large (10-18in)
493239,8,Alive,Good,Japanese zelkova,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
624261,10,Alive,Good,pin oak,Crown Heights South,Medium-Large (10-18in)
429025,5,Alive,Good,Callery pear,Cypress Hills-City Line,Medium-Large (10-18in)
96714,10,Alive,Good,pine,Upper West Side,Medium-Large (10-18in)
635304,0,Stump,,,Ft. Totten-Bay Terrace-Clearview,Small (0-3in)
582322,2,Alive,Fair,American hornbeam,Borough Park,Medium (3-10in)
205409,3,Dead,,,Old Town-Dongan Hills-South Beach,Medium (3-10in)
689402,10,Alive,Good,Japanese zelkova,Crown Heights North,Medium-Large (10-18in)
440664,11,Alive,Good,Callery pear,Grasmere-Arrochar-Ft. Wadsworth,Large (18-24in)
35648,12,Alive,Good,littleleaf linden,Kew Gardens Hills,Large (18-24in)
660476,6,Alive,Good,purple-leaf plum,Murray Hill,Medium-Large (10-18in)
283930,3,Alive,Good,silver linden,Queens Village,Medium (3-10in)
264786,10,Alive,Good,ginkgo,Upper East Side-Carnegie Hill,Medium-Large (10-18in)
520139,3,Alive,Good,ginkgo,BK75,Medium (3-10in)
308791,33,Alive,Good,catalpa,Queens Village,
272364,24,Alive,Good,sweetgum,11,Very large (>24in)
659695,21,Alive,Fair,pin oak,Auburndale,Very large (>24in)
639816,11,Alive,Good,red maple,Baisley Park,Large (18-24in)
75019,0,Stump,,,Rosedale,Small (0-3in)
309082,29,Alive,Good,London planetree,BK45,
536413,10,Alive,Poor,Callery pear,Todt Hill-Emerson Hill-Heartland Village-Lighthous,Medium-Large (10-18in)
516577,12,Alive,Good,London planetree,Co-op City,Large (18-24in)
535628,23,Alive,Good,London planetree,Great Kills,Very large (>24in)
476537,10,Alive,Good,Callery pear,Port Richmond,Medium-Large (10-18in)
25923,10,Alive,Good,honeylocust,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Medium-Large (10-18in)
409870,25,Alive,Good,pin oak,Kew Gardens Hills,
211060,5,Alive,Good,Japanese zelkova,Oakwood-Oakwood Beach,Medium-Large (10-18in)
443886,14,Alive,Good,sweetgum,Old Town-Dongan Hills-South Beach,Large (18-24in)
338856,16,Alive,Good,Callery pear,Mount Hope,Large (18-24in)
169300,5,Alive,Good,ginkgo,Midtown-Midtown South,Medium-Large (10-18in)
600984,15,Alive,Good,Norway maple,Bayside-Bayside Hills,Large (18-24in)
470399,3,Alive,Good,crab apple,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium (3-10in)
448262,3,Alive,Good,sycamore maple,East New York,Medium (3-10in)
287705,3,Alive,Good,honeylocust,Washington Heights South,Medium (3-10in)
563889,3,Alive,Good,honeylocust,Ocean Parkway South,Medium (3-10in)
17419,6,Alive,Good,honeylocust,Steinway,Medium-Large (10-18in)
600130,12,Alive,Good,Callery pear,Jackson Heights,Large (18-24in)
250319,3,Alive,Good,Callery pear,East New York,Medium (3-10in)
420780,2,Alive,Good,katsura tree,Stapleton-Rosebank,Medium (3-10in)
247301,3,Alive,Good,serviceberry,Bellerose,Medium (3-10in)
143426,23,Alive,Good,London planetree,QN70,Very large (>24in)
687438,8,Alive,Good,maple,Briarwood-Jamaica Hills,Medium-Large (10-18in)
120304,3,Alive,Good,London planetree,Morningside Heights,Medium (3-10in)
190240,5,Alive,Poor,littleleaf linden,Upper West Side,Medium-Large (10-18in)
673458,3,Alive,Good,Japanese maple,Bayside-Bayside Hills,Medium (3-10in)
399400,32,Alive,Good,sweetgum,Arden Heights,
346019,15,Alive,Good,Norway maple,Westerleigh,Large (18-24in)
97739,7,Alive,Good,Callery pear,Washington Heights North,Medium-Large (10-18in)
454858,3,Alive,Good,'Schubert' chokecherry,New Dorp-Midland Beach,Medium (3-10in)
415092,40,Alive,Good,London planetree,West New Brighton-New Brighton-St. George,
541526,22,Alive,Good,London planetree,Baisley Park,Very large (>24in)
555428,14,Alive,Good,green ash,Astoria,Large (18-24in)
104007,20,Alive,Good,scarlet oak,Bay Ridge,Very large (>24in)
378636,3,Alive,Good,Japanese zelkova,Central Harlem North-Polo Grounds,Medium (3-10in)
414154,6,Alive,Good,Japanese zelkova,Cypress Hills-City Line,Medium-Large (10-18in)
473367,13,Alive,Poor,London planetree,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Large (18-24in)
544256,4,Alive,Good,bald cypress,East New York,Medium-Large (10-18in)
40625,4,Alive,Good,purple-leaf plum,South Ozone Park,Medium-Large (10-18in)
277753,7,Alive,Good,Callery pear,Battery Park City-Lower Manhattan,Medium-Large (10-18in)
289478,4,Alive,Fair,London planetree,BX39,Medium-Large (10-18in)
449275,4,Alive,Good,silver linden,Kew Gardens Hills,Medium-Large (10-18in)
508661,7,Alive,Good,Callery pear,Great Kills,Medium-Large (10-18in)
486204,19,Alive,Good,Norway maple,North Riverdale-Fieldston-Riverdale,Very large (>24in)
27566,8,Alive,Fair,honeylocust,27,Medium-Large (10-18in)
537267,3,Alive,Good,cherry,Upper West Side,Medium (3-10in)
507311,5,Alive,Good,littleleaf linden,Soundview-Bruckner,Medium-Large (10-18in)
221224,5,Alive,Good,red maple,New Dorp-Midland Beach,Medium-Large (10-18in)
308220,11,Alive,Good,Callery pear,New Dorp-Midland Beach,Large (18-24in)
430964,3,Alive,Good,London planetree,East Tremont,Medium (3-10in)
532498,13,Alive,Good,sweetgum,Great Kills,Large (18-24in)
102352,10,Alive,Good,sweetgum,Todt Hill-Emerson Hill-Heartland Village-Lighthous,Medium-Large (10-18in)
146891,3,Alive,Good,American elm,Ocean Hill,Medium (3-10in)
420118,16,Alive,Good,Sophora,BX27,Large (18-24in)
79521,30,Alive,Fair,pin oak,11,
546005,30,Alive,Good,London planetree,41,
294132,8,Alive,Good,cherry,West Village,Medium-Large (10-18in)
411790,18,Alive,Good,London planetree,Fort Greene,Large (18-24in)
379502,18,Alive,Poor,silver maple,Annadale-Huguenot-Prince's Bay-Eltingville,Large (18-24in)
427790,26,Alive,Good,London planetree,Canarsie,
328550,9,Alive,Fair,Sophora,Sunset Park East,Medium-Large (10-18in)
69998,30,Alive,Good,London planetree,Flatbush,
99443,0,Stump,,,Pomonok-Flushing Heights-Hillcrest,Small (0-3in)
71528,12,Alive,Good,Siberian elm,Brighton Beach,Large (18-24in)
529475,4,Alive,Good,ginkgo,Lincoln Square,Medium-Large (10-18in)
370144,10,Alive,Good,red maple,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
488805,4,Alive,Good,golden raintree,Oakwood-Oakwood Beach,Medium-Large (10-18in)
240448,5,Alive,Fair,American linden,Upper East Side-Carnegie Hill,Medium-Large (10-18in)
395294,2,Alive,Good,Callery pear,Arden Heights,Medium (3-10in)
442094,20,Alive,Good,pin oak,Old Town-Dongan Hills-South Beach,Very large (>24in)
369883,6,Alive,Good,Chinese elm,BX26,Medium-Large (10-18in)
213563,0,Stump,,,Flatbush,Small (0-3in)
615877,18,Alive,Good,London planetree,Bay Ridge,Large (18-24in)
101512,13,Alive,Good,honeylocust,Hunts Point,Large (18-24in)
359635,3,Dead,,,Williamsbridge-Olinville,Medium (3-10in)
423198,24,Alive,Good,London planetree,Canarsie,Very large (>24in)
464075,3,Dead,,,Crotona Park East,Medium (3-10in)
160329,6,Alive,Good,pin oak,Bushwick South,Medium-Large (10-18in)
351743,3,Alive,Good,sweetgum,Rossville-Woodrow,Medium (3-10in)
35412,9,Alive,Good,honeylocust,Lincoln Square,Medium-Large (10-18in)
75666,22,Alive,Good,London planetree,Crown Heights North,Very large (>24in)
16916,15,Alive,Fair,Chinese elm,Yorkville,Large (18-24in)
202087,11,Alive,Poor,Chinese elm,East Village,Large (18-24in)
328484,3,Alive,Fair,English oak,Erasmus,Medium (3-10in)
478876,2,Alive,Good,ginkgo,Far Rockaway-Bayswater,Medium (3-10in)
437809,18,Alive,Good,Sophora,East Village,Large (18-24in)
704813,5,Alive,Good,honeylocust,Brownsville,Medium-Large (10-18in)
290643,22,Alive,Poor,red maple,Queens Village,Very large (>24in)
409402,2,Alive,Good,Callery pear,College Point,Medium (3-10in)
269705,2,Alive,Good,cherry,Bayside-Bayside Hills,Medium (3-10in)
309285,4,Alive,Good,Japanese zelkova,Flushing,Medium-Large (10-18in)
131050,5,Alive,Good,Japanese zelkova,Hudson Yards-Chelsea-Flatiron-Union Square,Medium-Large (10-18in)
31306,6,Alive,Good,Sophora,Hunters Point-Sunnyside-West Maspeth,Medium-Large (10-18in)
432964,5,Alive,Fair,cherry,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
668816,6,Alive,Good,honeylocust,Springfield Gardens North,Medium-Large (10-18in)
153392,7,Alive,Good,Callery pear,North Side-South Side,Medium-Large (10-18in)
318732,7,Alive,Good,red maple,Great Kills,Medium-Large (10-18in)
376578,3,Alive,Good,Chinese elm,Rossville-Woodrow,Medium (3-10in)
99147,17,Alive,Fair,London planetree,East New York,Large (18-24in)
692001,19,Alive,Good,London planetree,Kew Gardens Hills,Very large (>24in)
345282,19,Alive,Good,pin oak,Prospect Lefferts Gardens-Wingate,Very large (>24in)
23340,12,Alive,Good,American elm,Crown Heights North,Large (18-24in)
643155,18,Alive,Good,Norway maple,Bayside-Bayside Hills,Large (18-24in)
269042,12,Alive,Good,Chinese elm,Cambria Heights,Large (18-24in)
598207,13,Alive,Good,ginkgo,Bellerose,Large (18-24in)
241050,6,Alive,Good,honeylocust,Murray Hill-Kips Bay,Medium-Large (10-18in)
697946,20,Alive,Poor,London planetree,QN46,Very large (>24in)
460609,5,Dead,,,Longwood,Medium-Large (10-18in)
675005,14,Alive,Good,green ash,Crown Heights North,Large (18-24in)
707170,16,Alive,Fair,maple,QN46,Large (18-24in)
574620,16,Alive,Good,littleleaf linden,BK58,Large (18-24in)
45917,10,Alive,Good,pin oak,Brooklyn Heights-Cobble Hill,Medium-Large (10-18in)
336241,25,Alive,Good,Norway maple,Great Kills,
261858,4,Alive,Good,purple-leaf plum,MN04,Medium-Large (10-18in)
691049,36,Alive,Good,London planetree,Ozone Park,
656579,9,Alive,Good,cherry,Murray Hill,Medium-Large (10-18in)
384573,9,Alive,Good,purple-leaf plum,Grymes Hill-Clifton-Fox Hills,Medium-Large (10-18in)
677470,30,Alive,Good,silver maple,Middle Village,
18233,37,Alive,Good,silver maple,Annadale-Huguenot-Prince's Bay-Eltingville,
717058,28,Alive,Good,London planetree,Jamaica,
114987,11,Alive,Good,Japanese zelkova,Bath Beach,Large (18-24in)
588383,11,Alive,Good,American linden,Queens Village,Large (18-24in)
536586,22,Alive,Good,London planetree,Todt Hill-Emerson Hill-Heartland Village-Lighthous,Very large (>24in)
